f1f1,0
f1f3,0
f1f4,0
f1f4r,0
f1f6,0
f1f8,0
f1f,0
f1fr,0
f3f3,45
f3f4,39
f3f4r,112
f3f6,62
f3f8,0
f3f,1308
f3fr,21362
f4f4,38
f4f4r,53
f4f6,113
f4f8,0
f4f,2091
f4fr,780
f4rf4r,74
f4rf6,11
f4rf8,0
f4rf,76
f4rfr,87
f6f6,19
f6f8,0
f6f,10
f6fr,8
f8f8,0
f8f,0
f8fr,0
ff,54
ffr,28
frfr,42
