refID	APD3	CAMP	DBAASP	dbAMP	DRAMP	LAMP2	SATPdb
fAMP0008587	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016939	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016940	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016941	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016952	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016953	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016954	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016955	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016959	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016960	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0005268	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007726	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016961	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002241	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016963	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009802	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016966	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016968	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011839	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016971	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016972	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016973	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016974	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016975	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016976	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0008804	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011141	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016977	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0010689	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011749	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011132	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008840	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010957	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013332	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007336	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008295	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008511	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016978	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011023	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008718	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016979	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016980	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016981	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016982	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016983	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016984	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0005419	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0016985	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016986	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016987	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016988	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003415	NA	NA	antibacterial	antimicrobial	antimicrobial	NA	antibacterial
fAMP0016989	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016990	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009904	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0007858	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011482	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016991	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009917	NA	NA	antibacterial	antifungi	NA	NA	NA
fAMP0016992	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011754	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016993	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003794	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0012652	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009752	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016994	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016995	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016996	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016997	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012862	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0016998	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0016999	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017000	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017001	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017002	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017003	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017004	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017005	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0001887	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008203	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011043	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012899	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011795	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005970	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017006	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009583	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017007	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004507	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005797	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005305	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017008	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0008914	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008458	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013751	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007486	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005954	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017009	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003641	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017010	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0006879	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013678	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017011	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017012	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017013	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017014	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011556	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017015	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017016	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017017	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017018	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017019	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0007489	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017020	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017021	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017022	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017023	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017024	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004345	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017025	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0005107	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017026	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017027	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017028	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017029	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017030	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017031	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017033	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011402	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017035	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011815	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017036	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017037	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017038	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0006696	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004426	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0006107	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0004560	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004675	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0009655	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0004996	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0006181	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0005827	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0004074	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0005922	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0007415	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0007961	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0012435	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006034	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0008792	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0008910	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0010698	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011096	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012546	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006666	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0013665	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007681	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012629	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009544	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011897	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011520	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006565	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0003147	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003539	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0002560	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0002927	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003281	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003840	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0002492	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003742	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003469	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0006014	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0003990	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003132	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003565	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0003658	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0005096	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017039	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017040	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017041	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017042	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017043	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0011981	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011799	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012814	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005113	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017044	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004591	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0013533	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0004917	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017045	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0006213	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0009557	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006175	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0013188	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0017046	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009138	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0017047	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017048	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017049	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0006271	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0012462	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010716	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0010857	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009888	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010884	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013183	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008131	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011067	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0004989	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0011614	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011472	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011388	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009705	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006966	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012306	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005103	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017052	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004173	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006123	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004614	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017053	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0010863	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0005855	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0013118	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017054	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0013014	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009368	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007610	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011832	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013291	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013435	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009894	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011440	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009225	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009232	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008409	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007630	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010149	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011906	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008499	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011244	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006880	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010096	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007758	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011356	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007416	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010623	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011497	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012642	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012380	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009450	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009562	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008015	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013652	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006111	NA	NA	antibacterial	antimicrobial	NA	NA	antibacterial
fAMP0008672	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0017055	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017056	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017058	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017059	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017060	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017061	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017062	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017063	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0008517	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017064	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017065	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017066	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017067	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017068	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017069	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017070	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017071	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0008238	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010953	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010095	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0005804	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004758	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004605	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006462	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005722	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004772	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004496	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006262	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006322	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005825	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005727	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004689	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006751	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004767	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004834	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0017072	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0017073	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0010914	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012130	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011224	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013774	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0004095	NA	NA	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0002277	NA	NA	antibacterial	antimicrobial	antibacterial	antibacterial	NA
fAMP0012701	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013055	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009151	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007332	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006903	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012756	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011441	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012374	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008774	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013240	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006668	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0007549	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008923	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0004983	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004364	NA	NA	antibacterial	antimicrobial	antibacterial	NA	NA
fAMP0011975	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012211	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013714	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0007358	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009460	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0011827	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0005468	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0013164	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007205	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0008498	NA	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0011414	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0011877	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007137	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0013266	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012193	NA	NA	antibacterial	antimicrobial	NA	NA	NA
fAMP0010430	NA	NA	antibacterial	antifungi	NA	NA	NA
fAMP0005423	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0007404	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017082	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0010448	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0017083	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012369	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0009129	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0003710	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0004177	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006217	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006263	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0006073	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005261	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004664	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0008361	NA	NA	antibacterial	NA	NA	antibacterial	NA
