refID	APD3	CAMP	DBAASP	dbAMP	DRAMP	LAMP2	SATPdb
fAMP0000087	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000826	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000738	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0002339	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA
fAMP0001780	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001635	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001452	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0004307	antibacterial	NA	NA	NA	NA	antimicrobial	antibacterial
fAMP0001535	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000601	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000230	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001388	antibacterial	antibacterial	antimicrobial	antimicrobial	NA	antimicrobial	antibacterial
fAMP0000337	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0004219	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0000082	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0003554	antibacterial	NA	antibacterial	NA	NA	antimicrobial	antibacterial
fAMP0003040	antibacterial	NA	antibacterial	NA	NA	antimicrobial	antibacterial
fAMP0003628	antibacterial	NA	antibacterial	NA	NA	antimicrobial	antibacterial
fAMP0000915	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001721	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001294	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001120	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000356	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001627	antibacterial	antibacterial	NA	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0004035	antibacterial	NA	antibacterial	NA	NA	antimicrobial	antibacterial
fAMP0002235	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	antibacterial
fAMP0001352	antibacterial	antibacterial	antimicrobial	antimicrobial	NA	antimicrobial	antibacterial
fAMP0000560	antibacterial	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0000348	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000371	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000854	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001037	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000309	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000931	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000502	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000945	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000383	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001018	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000373	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001051	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000406	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000852	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0002962	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0002147	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	NA
fAMP0002314	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	NA
fAMP0001027	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000451	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000853	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0001708	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000614	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000169	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000540	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000246	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000235	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000095	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000656	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000130	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001501	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000025	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0002289	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	NA
fAMP0002468	antibacterial	antifungi	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000597	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0002093	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001492	antibacterial	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antibacterial
fAMP0005914	antibacterial	NA	NA	NA	NA	antimicrobial	antibacterial
fAMP0000858	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0002386	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0002113	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA
fAMP0000795	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001024	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000435	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	NA
fAMP0001496	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001373	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000532	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000389	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000789	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001214	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001998	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0002253	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0001982	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0002325	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0001981	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0001451	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001338	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001079	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001602	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000491	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001502	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0001553	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001958	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0003724	antibacterial	NA	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002393	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA
fAMP0002224	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA
fAMP0000322	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001315	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0002736	antibacterial	NA	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000384	antibacterial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0005023	antibacterial	NA	NA	NA	NA	antimicrobial	antibacterial
fAMP0001174	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000471	antibacterial	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0003919	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	NA
fAMP0001028	antibacterial	antibacterial	antimicrobial	antibacterial	NA	antimicrobial	antibacterial
fAMP0002360	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	antibacterial
fAMP0003467	antibacterial	antimicrobial	NA	antimicrobial	NA	antimicrobial	NA
fAMP0005968	antibacterial	NA	antibacterial	NA	NA	antimicrobial	NA
fAMP0001804	antibacterial	NA	antimicrobial	antifungi	NA	antimicrobial	antibacterial
fAMP0002463	antibacterial	NA	antimicrobial	antifungi	NA	antimicrobial	antibacterial
fAMP0000515	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000973	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0002115	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	antibacterial
fAMP0000899	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000714	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000343	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001576	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000543	antibacterial	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0002186	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	NA
fAMP0001694	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0000730	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0002072	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	antibacterial
fAMP0001643	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001996	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0000996	antibacterial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000835	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	antibacterial
fAMP0000067	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001548	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001683	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001442	antibacterial	antibacterial	NA	antibacterial	antibacterial	antifungi	antibacterial
fAMP0002009	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA
fAMP0001232	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0000367	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001419	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000122	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0002992	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0001130	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000430	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001284	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001381	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001620	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001297	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0003429	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0004699	antibacterial	NA	NA	NA	NA	antimicrobial	antibacterial
fAMP0003189	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0002346	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001111	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0004278	antibacterial	NA	NA	NA	NA	antimicrobial	antibacterial
fAMP0001716	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000786	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001527	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001100	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000097	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001353	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000884	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000641	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000615	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001747	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0006180	antibacterial	NA	NA	NA	NA	antimicrobial	antibacterial
fAMP0001089	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0002756	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	NA
fAMP0001626	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0000903	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000657	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001815	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0002529	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0001368	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001624	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	antibacterial
fAMP0000842	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000713	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000209	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0003768	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	NA
fAMP0003618	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	NA
fAMP0000677	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000850	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0000636	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000468	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000260	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001569	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0000862	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0001647	antibacterial	antibacterial	antimicrobial	antimicrobial	NA	antimicrobial	antibacterial
fAMP0001260	antibacterial	antibacterial	antimicrobial	antimicrobial	NA	antimicrobial	antibacterial
fAMP0000146	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000635	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0002173	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001324	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	NA
fAMP0001339	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	NA
fAMP0000623	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001571	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001718	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000816	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000815	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000814	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001057	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000695	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000571	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001676	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000863	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000803	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000579	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001256	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antibacterial
fAMP0003136	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	NA
fAMP0001234	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0001591	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001129	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0002021	antibacterial	antibacterial	antibacterial	antimicrobial	NA	NA	antibacterial
fAMP0000632	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000563	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000619	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000787	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000358	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0006247	antibacterial	NA	antibacterial	NA	NA	antimicrobial	NA
fAMP0000429	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001325	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001525	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001326	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001490	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001700	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0003419	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	NA
fAMP0001681	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001055	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000323	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000150	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000385	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0002437	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0002931	antibacterial	NA	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0001698	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0001382	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0002407	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA
fAMP0004353	antibacterial	NA	antibacterial	NA	NA	antimicrobial	NA
fAMP0001561	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0002423	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000802	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0003400	antibacterial	antibacterial	NA	antibacterial	NA	antimicrobial	NA
fAMP0001424	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001421	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001266	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001546	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001505	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000512	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000936	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000704	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001420	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0000729	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001205	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0000612	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001060	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0000951	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001489	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001688	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001593	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001359	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0001632	antibacterial	antimicrobial	antibacterial	antimicrobial	NA	antimicrobial	antibacterial
fAMP0001713	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0000467	antibacterial	antibacterial	antibacterial	antibacterial	NA	antimicrobial	antibacterial
fAMP0000856	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000749	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000747	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000600	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000647	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000303	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001072	antibacterial	NA	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0002156	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001790	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001889	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001944	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001016	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000756	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000478	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0002958	antibacterial	NA	antibacterial	NA	NA	antimicrobial	antibacterial
fAMP0000722	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001023	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000208	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000782	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000980	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000433	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000299	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001056	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000776	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000194	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000839	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000363	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0002162	antibacterial	NA	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001479	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001245	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0001289	antibacterial	antibacterial	NA	antibacterial	antibacterial	antimicrobial	antibacterial
fAMP0009754	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0008124	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0000905	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000280	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
