fAMP0000001	AP01007
fAMP0000001	CAMPSQ1019
fAMP0000001	DBAASP447
fAMP0000001	DBAASP451
fAMP0000001	DBAASP453
fAMP0000001	DBAASP454
fAMP0000001	DBAASP455
fAMP0000001	DBAASP456
fAMP0000001	DBAASP1187
fAMP0000001	dbAMP_05497
fAMP0000001	DRAMP03927
fAMP0000001	L01A003187
fAMP0000001	L13A010467
fAMP0000001	L13A011825
fAMP0000001	L13A013415
fAMP0000001	L13A017319
fAMP0000001	L13A018775
fAMP0000001	L13A019476
fAMP0000001	L13A020259
fAMP0000001	L13A022043
fAMP0000001	L13A022907
fAMP0000001	L13A024294
fAMP0000001	satpdb10467
fAMP0000001	satpdb11825
fAMP0000001	satpdb12306
fAMP0000001	satpdb13415
fAMP0000001	satpdb16404
fAMP0000001	satpdb17319
fAMP0000001	satpdb18775
fAMP0000001	satpdb19476
fAMP0000001	satpdb20259
fAMP0000001	satpdb22043
fAMP0000001	satpdb22907
fAMP0000001	satpdb24294
fAMP0000002	DBAASP21
fAMP0000002	DBAASP22
fAMP0000002	DBAASP1347
fAMP0000002	DBAASP3547
fAMP0000002	DBAASP3550
fAMP0000002	DBAASP3572
fAMP0000002	DBAASP3575
fAMP0000002	DBAASP3578
fAMP0000002	DBAASP3621
fAMP0000002	DBAASP3624
fAMP0000002	DBAASP3627
fAMP0000002	DBAASP3630
fAMP0000002	DBAASP3633
fAMP0000002	DBAASP3636
fAMP0000002	DBAASP3639
fAMP0000002	DBAASP3642
fAMP0000002	DBAASP3810
fAMP0000002	DBAASP3811
fAMP0000002	dbAMP_05153
fAMP0000002	DRAMP00133
fAMP0000002	satpdb16787
fAMP0000003	DBAASP108
fAMP0000003	DBAASP5594
fAMP0000003	DBAASP6482
fAMP0000003	DBAASP6660
fAMP0000003	DBAASP6663
fAMP0000003	DBAASP6664
fAMP0000003	DBAASP6668
fAMP0000003	DBAASP6985
fAMP0000003	DBAASP6986
fAMP0000003	DBAASP6987
fAMP0000003	DBAASP6988
fAMP0000003	DBAASP6989
fAMP0000003	DBAASP6990
fAMP0000003	DBAASP6998
fAMP0000003	DBAASP6999
fAMP0000003	DBAASP7000
fAMP0000003	DBAASP7001
fAMP0000003	DBAASP7002
fAMP0000003	dbAMP_14713
fAMP0000003	DRAMP03823
fAMP0000004	DBAASP16380
fAMP0000004	DBAASP16692
fAMP0000004	DBAASP16693
fAMP0000004	DBAASP16694
fAMP0000004	DBAASP16695
fAMP0000004	DBAASP16696
fAMP0000004	DBAASP16697
fAMP0000004	DBAASP16698
fAMP0000004	DBAASP16699
fAMP0000004	DBAASP16700
fAMP0000004	DBAASP16701
fAMP0000004	DBAASP16702
fAMP0000004	DBAASP16703
fAMP0000004	DBAASP16704
fAMP0000004	DBAASP16705
fAMP0000004	DBAASP16706
fAMP0000004	DBAASP16707
fAMP0000004	DBAASP16708
fAMP0000004	DBAASP16709
fAMP0000005	DBAASP7968
fAMP0000005	DBAASP7969
fAMP0000005	DBAASP7970
fAMP0000005	DBAASP7971
fAMP0000005	DBAASP7972
fAMP0000005	DBAASP7973
fAMP0000005	DBAASP7974
fAMP0000005	DBAASP7988
fAMP0000005	DBAASP7990
fAMP0000005	DBAASP7991
fAMP0000005	DBAASP7992
fAMP0000005	DBAASP7993
fAMP0000005	DBAASP10368
fAMP0000005	DBAASP10374
fAMP0000005	DBAASP10380
fAMP0000005	DBAASP16361
fAMP0000005	dbAMP_27495
fAMP0000005	L11A007968
fAMP0000006	AP00608
fAMP0000006	CAMPSQ1162
fAMP0000006	DBAASP146
fAMP0000006	DBAASP6825
fAMP0000006	DBAASP14886
fAMP0000006	DBAASP14887
fAMP0000006	DBAASP14888
fAMP0000006	DBAASP14890
fAMP0000006	DBAASP14891
fAMP0000006	DBAASP14892
fAMP0000006	DBAASP14893
fAMP0000006	DBAASP14894
fAMP0000006	DBAASP14895
fAMP0000006	dbAMP_05283
fAMP0000006	DRAMP03961
fAMP0000006	L01A003955
fAMP0000006	satpdb15719
fAMP0000006	satpdb24856
fAMP0000007	DBAASP8724
fAMP0000007	DBAASP14754
fAMP0000007	DBAASP14756
fAMP0000007	DBAASP14794
fAMP0000007	DBAASP14803
fAMP0000007	DBAASP14804
fAMP0000007	DBAASP14805
fAMP0000007	DBAASP14806
fAMP0000007	DBAASP14807
fAMP0000007	DBAASP14808
fAMP0000007	DBAASP14809
fAMP0000007	DBAASP14810
fAMP0000007	DBAASP14812
fAMP0000007	DBAASP14813
fAMP0000007	DBAASP14816
fAMP0000007	DBAASP14818
fAMP0000007	DBAASP14823
fAMP0000007	L11A008724
fAMP0000008	DBAASP11019
fAMP0000008	DBAASP11020
fAMP0000008	DBAASP12074
fAMP0000008	DBAASP12075
fAMP0000008	DBAASP12076
fAMP0000008	DBAASP12077
fAMP0000008	DBAASP14154
fAMP0000008	DBAASP14155
fAMP0000008	DBAASP14281
fAMP0000008	DBAASP14282
fAMP0000008	DBAASP14283
fAMP0000008	DBAASP14284
fAMP0000008	DBAASP14285
fAMP0000008	DBAASP14286
fAMP0000008	DBAASP14287
fAMP0000008	DBAASP14288
fAMP0000008	dbAMP_27103
fAMP0000008	L11A011019
fAMP0000009	DBAASP8576
fAMP0000009	DBAASP16177
fAMP0000009	DBAASP18698
fAMP0000009	DBAASP18699
fAMP0000009	DBAASP18700
fAMP0000009	DBAASP18701
fAMP0000009	DBAASP18760
fAMP0000009	DBAASP18761
fAMP0000009	DBAASP18762
fAMP0000009	DBAASP18763
fAMP0000009	DBAASP18772
fAMP0000009	DBAASP18774
fAMP0000009	DBAASP18775
fAMP0000009	DBAASP18777
fAMP0000009	DBAASP18778
fAMP0000009	DRAMP29093
fAMP0000009	L11A008576
fAMP0000010	DBAASP18712
fAMP0000010	DBAASP18715
fAMP0000010	DBAASP19045
fAMP0000010	DBAASP19051
fAMP0000010	DBAASP19053
fAMP0000010	DBAASP19054
fAMP0000010	DBAASP19055
fAMP0000010	DBAASP19056
fAMP0000010	DBAASP19057
fAMP0000010	DBAASP19058
fAMP0000010	DBAASP19059
fAMP0000010	DBAASP19060
fAMP0000010	DBAASP19061
fAMP0000010	DBAASP19062
fAMP0000010	DBAASP19063
fAMP0000010	DBAASP19064
fAMP0000010	DBAASP19065
fAMP0000011	DBAASP7914
fAMP0000011	DBAASP7915
fAMP0000011	DBAASP7916
fAMP0000011	DBAASP7917
fAMP0000011	DBAASP7925
fAMP0000011	DBAASP7927
fAMP0000011	DBAASP7946
fAMP0000011	DBAASP7948
fAMP0000011	DBAASP7953
fAMP0000011	DBAASP7957
fAMP0000011	DBAASP7966
fAMP0000011	DBAASP7967
fAMP0000011	DBAASP10371
fAMP0000011	DBAASP10377
fAMP0000011	DBAASP10383
fAMP0000011	dbAMP_27494
fAMP0000011	L11A007914
fAMP0000012	DBAASP5089
fAMP0000012	DBAASP5090
fAMP0000012	DBAASP5091
fAMP0000012	DBAASP5092
fAMP0000012	DBAASP5093
fAMP0000012	DBAASP5094
fAMP0000012	DBAASP7525
fAMP0000012	DBAASP7528
fAMP0000012	DBAASP7529
fAMP0000012	DBAASP7531
fAMP0000012	DBAASP7533
fAMP0000012	DBAASP7536
fAMP0000012	DBAASP7542
fAMP0000012	DBAASP9579
fAMP0000012	dbAMP_27315
fAMP0000012	L11A005089
fAMP0000013	DBAASP10360
fAMP0000013	DBAASP10363
fAMP0000013	DBAASP10367
fAMP0000013	DBAASP10373
fAMP0000013	DBAASP10379
fAMP0000013	DBAASP11016
fAMP0000013	DBAASP11965
fAMP0000013	DBAASP11966
fAMP0000013	DBAASP11967
fAMP0000013	DBAASP11968
fAMP0000013	DBAASP11969
fAMP0000013	DBAASP11970
fAMP0000013	DBAASP11979
fAMP0000013	DBAASP11980
fAMP0000013	DBAASP11981
fAMP0000013	DBAASP11982
fAMP0000014	AP00210
fAMP0000014	CAMPSQ609
fAMP0000014	DBAASP37
fAMP0000014	DBAASP8238
fAMP0000014	DBAASP8240
fAMP0000014	DBAASP8244
fAMP0000014	DBAASP8402
fAMP0000014	DBAASP8405
fAMP0000014	DBAASP8412
fAMP0000014	DBAASP8413
fAMP0000014	DBAASP8414
fAMP0000014	DBAASP14200
fAMP0000014	dbAMP_03865
fAMP0000014	DRAMP02272
fAMP0000014	L01A000649
fAMP0000014	satpdb20296
fAMP0000015	DBAASP8647
fAMP0000015	DBAASP8648
fAMP0000015	DBAASP8649
fAMP0000015	DBAASP8650
fAMP0000015	DBAASP8651
fAMP0000015	DBAASP8652
fAMP0000015	DBAASP8653
fAMP0000015	DBAASP8654
fAMP0000015	DBAASP8655
fAMP0000015	DBAASP8661
fAMP0000015	DBAASP8663
fAMP0000015	DBAASP8665
fAMP0000015	DBAASP8667
fAMP0000015	dbAMP_27528
fAMP0000015	L11A008647
fAMP0000016	DBAASP7702
fAMP0000016	DBAASP17263
fAMP0000016	DBAASP17264
fAMP0000016	DBAASP17265
fAMP0000016	DBAASP17266
fAMP0000016	DBAASP17267
fAMP0000016	DBAASP17268
fAMP0000016	DBAASP17269
fAMP0000016	DBAASP17270
fAMP0000016	DBAASP17271
fAMP0000016	DBAASP17272
fAMP0000016	DBAASP17273
fAMP0000016	dbAMP_15978
fAMP0000016	DRAMP20975
fAMP0000016	L11A007702
fAMP0000017	DBAASP9253
fAMP0000017	DBAASP9254
fAMP0000017	DBAASP9259
fAMP0000017	DBAASP9260
fAMP0000017	DBAASP9263
fAMP0000017	DBAASP9264
fAMP0000017	DBAASP9265
fAMP0000017	DBAASP9266
fAMP0000017	DBAASP9267
fAMP0000017	DBAASP9268
fAMP0000017	DBAASP9269
fAMP0000017	DBAASP9270
fAMP0000017	DBAASP9576
fAMP0000017	dbAMP_27560
fAMP0000017	L11A009253
fAMP0000018	AP00214
fAMP0000018	CAMPSQ132
fAMP0000018	CAMPSQ723
fAMP0000018	CAMPSQ1258
fAMP0000018	DBAASP2229
fAMP0000018	DBAASP2261
fAMP0000018	DBAASP12824
fAMP0000018	DBAASP12825
fAMP0000018	DBAASP16474
fAMP0000018	dbAMP_05478
fAMP0000018	DRAMP02926
fAMP0000018	L01A000144
fAMP0000018	satpdb16986
fAMP0000018	satpdb16987
fAMP0000019	DBAASP8674
fAMP0000019	DBAASP8675
fAMP0000019	DBAASP8676
fAMP0000019	DBAASP8677
fAMP0000019	DBAASP8678
fAMP0000019	DBAASP8679
fAMP0000019	DBAASP8680
fAMP0000019	DBAASP8681
fAMP0000019	DBAASP8682
fAMP0000019	DBAASP8684
fAMP0000019	DBAASP8685
fAMP0000019	DBAASP8696
fAMP0000019	DBAASP8700
fAMP0000019	L11A008674
fAMP0000020	DBAASP18667
fAMP0000020	DBAASP18671
fAMP0000020	DBAASP18672
fAMP0000020	DBAASP18673
fAMP0000020	DBAASP18674
fAMP0000020	DBAASP18675
fAMP0000020	DBAASP18676
fAMP0000020	DBAASP18677
fAMP0000020	DBAASP18678
fAMP0000020	DBAASP18679
fAMP0000020	DBAASP18680
fAMP0000020	DBAASP18681
fAMP0000020	DBAASP18683
fAMP0000020	DBAASP18684
fAMP0000021	DBAASP16248
fAMP0000021	DBAASP16249
fAMP0000021	DBAASP16250
fAMP0000021	DBAASP16255
fAMP0000021	DBAASP16256
fAMP0000021	DBAASP16257
fAMP0000021	DBAASP16258
fAMP0000021	DBAASP16259
fAMP0000021	DBAASP16260
fAMP0000021	DBAASP16261
fAMP0000021	DBAASP16262
fAMP0000021	DBAASP16264
fAMP0000021	DBAASP16265
fAMP0000021	DBAASP16267
fAMP0000022	DBAASP18
fAMP0000022	DBAASP19
fAMP0000022	DBAASP1336
fAMP0000022	DBAASP3500
fAMP0000022	DBAASP3506
fAMP0000022	DBAASP3525
fAMP0000022	DBAASP3527
fAMP0000022	DBAASP3529
fAMP0000022	DBAASP3531
fAMP0000022	DBAASP3533
fAMP0000022	DBAASP3604
fAMP0000022	DBAASP3610
fAMP0000022	DBAASP3613
fAMP0000022	satpdb14610
fAMP0000023	AP00195
