APD3	AP00001	antimicrobial
APD3	AP00004	antimicrobial
APD3	AP00012	antimicrobial
APD3	AP00013	antimicrobial
APD3	AP00014	antimicrobial
APD3	AP00015	antimicrobial
APD3	AP00016	antimicrobial
APD3	AP00017	antimicrobial
APD3	AP00018	antimicrobial
APD3	AP00019	antimicrobial
APD3	AP00020	antimicrobial
APD3	AP00021	antimicrobial
APD3	AP00022	antimicrobial
APD3	AP00026	antimicrobial
APD3	AP00027	antimicrobial
APD3	AP00041	antimicrobial
APD3	AP00050	antimicrobial
APD3	AP00052	antimicrobial
APD3	AP00054	antimicrobial
APD3	AP00056	antimicrobial
APD3	AP00058	antimicrobial
APD3	AP00059	antimicrobial
APD3	AP00060	antimicrobial
APD3	AP00061	antimicrobial
APD3	AP00062	antimicrobial
APD3	AP00063	antimicrobial
APD3	AP00073	antimicrobial
APD3	AP00080	antimicrobial
APD3	AP00089	antimicrobial
APD3	AP00090	antimicrobial
APD3	AP00094	antimicrobial
APD3	AP00095	antimicrobial
APD3	AP00101	antimicrobial
APD3	AP00102	antimicrobial
APD3	AP00104	antimicrobial
APD3	AP00112	antimicrobial
APD3	AP00114	antimicrobial
APD3	AP00118	antimicrobial
APD3	AP00119	antimicrobial
APD3	AP00120	antimicrobial
APD3	AP00121	antimicrobial
APD3	AP00122	antimicrobial
APD3	AP00123	antimicrobial
APD3	AP00124	antimicrobial
APD3	AP00127	antimicrobial
APD3	AP00128	antimicrobial
APD3	AP00135	antimicrobial
APD3	AP00141	antimicrobial
APD3	AP00144	antimicrobial
APD3	AP00146	antimicrobial
APD3	AP00150	antimicrobial
APD3	AP00151	antimicrobial
APD3	AP00152	antimicrobial
APD3	AP00153	antimicrobial
APD3	AP00154	antimicrobial
APD3	AP00155	antimicrobial
APD3	AP00156	antimicrobial
APD3	AP00157	antimicrobial
APD3	AP00158	antimicrobial
APD3	AP00159	antimicrobial
APD3	AP00160	antimicrobial
APD3	AP00161	antimicrobial
APD3	AP00166	antimicrobial
APD3	AP00171	antimicrobial
APD3	AP00173	antimicrobial
APD3	AP00174	antimicrobial
APD3	AP00175	antimicrobial
APD3	AP00176	antimicrobial
APD3	AP00177	antimicrobial
APD3	AP00178	antimicrobial
APD3	AP00179	antimicrobial
APD3	AP00180	antimicrobial
APD3	AP00184	antimicrobial
APD3	AP00187	antimicrobial
APD3	AP00188	antimicrobial
APD3	AP00191	antimicrobial
APD3	AP00193	antimicrobial
APD3	AP00194	antimicrobial
APD3	AP00195	antimicrobial
APD3	AP00202	antimicrobial
APD3	AP00203	antimicrobial
APD3	AP00209	antimicrobial
APD3	AP00210	antimicrobial
APD3	AP00211	antimicrobial
APD3	AP00212	antimicrobial
APD3	AP00215	antimicrobial
APD3	AP00217	antimicrobial
APD3	AP00218	antimicrobial
APD3	AP00219	antimicrobial
APD3	AP00221	antimicrobial
APD3	AP00222	antimicrobial
APD3	AP00223	antimicrobial
APD3	AP00224	antimicrobial
APD3	AP00225	antimicrobial
APD3	AP00234	antimicrobial
APD3	AP00235	antimicrobial
APD3	AP00247	antimicrobial
APD3	AP00248	antimicrobial
APD3	AP00260	antimicrobial
APD3	AP00264	antimicrobial
APD3	AP00265	antimicrobial
APD3	AP00268	antimicrobial
APD3	AP00270	antimicrobial
APD3	AP00272	antimicrobial
APD3	AP00274	antimicrobial
APD3	AP00275	antimicrobial
APD3	AP00281	antimicrobial
APD3	AP00282	antimicrobial
APD3	AP00283	antimicrobial
APD3	AP00284	antimicrobial
APD3	AP00288	antimicrobial
APD3	AP00292	antimicrobial
APD3	AP00293	antimicrobial
APD3	AP00303	antimicrobial
APD3	AP00304	antimicrobial
APD3	AP00305	antimicrobial
APD3	AP00306	antimicrobial
APD3	AP00307	antimicrobial
APD3	AP00308	antimicrobial
APD3	AP00310	antimicrobial
APD3	AP00336	antimicrobial
APD3	AP00338	antimicrobial
APD3	AP00345	antimicrobial
APD3	AP00351	antimicrobial
APD3	AP00352	antimicrobial
APD3	AP00353	antimicrobial
APD3	AP00355	antimicrobial
APD3	AP00366	antimicrobial
APD3	AP00367	antimicrobial
APD3	AP00369	antimicrobial
APD3	AP00374	antimicrobial
APD3	AP00376	antimicrobial
APD3	AP00377	antimicrobial
APD3	AP00378	antimicrobial
APD3	AP00379	antimicrobial
APD3	AP00382	antimicrobial
APD3	AP00385	antimicrobial
APD3	AP00386	antimicrobial
APD3	AP00387	antimicrobial
APD3	AP00388	antimicrobial
APD3	AP00389	antimicrobial
APD3	AP00390	antimicrobial
APD3	AP00392	antimicrobial
APD3	AP00393	antimicrobial
APD3	AP00394	antimicrobial
APD3	AP00395	antimicrobial
APD3	AP00399	antimicrobial
APD3	AP00400	antimicrobial
APD3	AP00401	antimicrobial
APD3	AP00402	antimicrobial
APD3	AP00403	antimicrobial
APD3	AP00407	antimicrobial
APD3	AP00420	antimicrobial
APD3	AP00421	antimicrobial
